,Paper_title,URL,Review_scores,Average,Rank
164,Multi-LexSum: Real-world Summaries of Civil Rights Lawsuits at Multiple Granularities,https://openreview.net/forum?id=z1d8fUiS8Cr,"[8, 9, 5, 6, 7]",7.0,165
165,FixEval: Execution-based Evaluation of Program Fixes for Competitive Programming Problems,https://openreview.net/forum?id=uduG0ufxbD,"[6, 4, 6, 5, 4, 5]",5.0,166
166,Game-Theoretic Machine Learning,https://openreview.net/forum?id=ehPXtrsEpuE,"[6, 4, 3, 2, 4, 1]",3.3333333333333335,167
167,PGB: A PubMed Graph Benchmark for Heterogeneous Network Representation Learning,https://openreview.net/forum?id=N7-AW47wXEs,"[5, 4, 4, 6, 6]",5.0,168
168,Avalon: A Benchmark for RL Generalization Using Procedurally Generated Worlds,https://openreview.net/forum?id=TzNuIdrHoU,"[7, 8, 8, 7, 7, 8]",7.5,169
169,Stance in Replies and Quotes (SRQ): A New Dataset For Learning Stance in Spanish Twitter Conversations,https://openreview.net/forum?id=fg8Z-Lj6aKh,"[6, 6, 6, 7, 5]",6.0,170
170,Offline Equilibrium Finding,https://openreview.net/forum?id=-ZcoZhU0CJ,"[5, 3, 4, 5, 6]",4.6,171
171,BigBIO: A Framework for Data-Centric Biomedical Natural Language Processing,https://openreview.net/forum?id=8lQDn9zTQlW,"[7, 7, 8, 7]",7.25,172
172,Sound-Dr Dataset and Baseline System for Detecting Respiratory Anomaly,https://openreview.net/forum?id=r6XAESGTioL,"[7, 3, 7, 3, 3, 4]",4.5,173
173,FGAVE: A Dataset for Fine-Grained Audio-Visual Event Localization,https://openreview.net/forum?id=rLV2kJW2BTL,"[6, 4, 4, 4, 4, 4]",4.333333333333333,174
174,OpenFWI: Large-scale Multi-structural Benchmark Datasets for Full Waveform Inversion,https://openreview.net/forum?id=7w-a8PYPlP,"[8, 7, 7, 9, 7, 7]",7.5,175
175,XDailyDialog: A Multilingual Parallel Corpus for Chit-chat,https://openreview.net/forum?id=NdKY43ng7mw,"[5, 4, 7, 5, 4, 6]",5.166666666666667,176
176,"The Harvard USPTO Patent Dataset: A Large-Scale, Well-Structured, and Multi-Purpose Corpus of Patent Applications",https://openreview.net/forum?id=fJbeXt24oGO,"[1, 8, 4, 7, 6, 5]",5.166666666666667,177
177,Communicating Natural Programs to Humans and Machines,https://openreview.net/forum?id=OxFoLTKDcNm,"[7, 7, 7, 8, 7, 6]",7.0,178
178,Benchmarking Safe Policy Optimization for Constrained Reinforcement Learning,https://openreview.net/forum?id=NQ_yUkEHTlg,"[7, 6, 4, 3, 4, 7]",5.166666666666667,179
179,Ontologue: Declarative Benchmark Construction for Ontological Multi-Label Classification,https://openreview.net/forum?id=56gbQGXlnYv,"[4, 9, 5, 8, 6]",6.4,180
180,Towards an Ideal Methodological Data Repository: Lessons and Recommendations,https://openreview.net/forum?id=CP3HZztueqy,"[7, 5, 5, 5, 5, 4]",5.166666666666667,181
181,MVIndEmo: A Dataset for Micro-video Public Induced Emotion Prediction on Social Media,https://openreview.net/forum?id=mlJhMokkavL,"[4, 4, 3, 4, 3]",3.6,182
182,DeepPatent2: A Large-Scale Benchmarking Corpus for Technical Drawing Understanding,https://openreview.net/forum?id=Hs8WnQteQWj,"[6, 3, 5, 7, 5]",5.2,183
183,Developing a Series of AI Challenges for the United States Department of the Air Force,https://openreview.net/forum?id=8doyL0kKlu1,"[4, 5, 5, 4, 3, 4]",4.166666666666667,184
184,A Comprehensive Study on Large-Scale Graph Training: Benchmarking and Rethinking,https://openreview.net/forum?id=2QrFr_U782Z,"[6, 5, 7, 6, 8, 6]",6.333333333333333,185
185,"M4Singer: a Multi-Style, Multi-Singer and Musical Score Provided Mandarin Singing Corpus",https://openreview.net/forum?id=qiDmAaG6mP,"[6, 8, 5, 5, 4, 4]",5.333333333333333,186
186,WinoGAViL: Gamified Association Benchmark to Challenge Vision-and-Language Models,https://openreview.net/forum?id=aJtVdI251Vv,"[6, 9, 7, 5, 7]",6.8,187
187,Benchmarking Machine Learning Robustness in Covid-19 Genome Sequence Classification,https://openreview.net/forum?id=LDlwAkFNi4B,"[4, 5, 3, 4, 6]",4.4,188
188,Ambiguous Images With Human Judgments for Robust Visual Event Classification,https://openreview.net/forum?id=6Hl7XoPNAVX,"[8, 5, 6, 5, 6, 3]",5.5,189
189,CityLifeSim: A High-Fidelity Pedestrian and Vehicle Simulation with Complex Behaviors,https://openreview.net/forum?id=tkwcU7QHZt,"[4, 4, 4, 5]",4.25,190
190,Common Corruption Robustness of Point Cloud Detectors: Benchmark and Enhancement,https://openreview.net/forum?id=AI9pujYWf7,"[5, 6, 5, 5, 5, 7]",5.5,191
191,Lesion size matters: A validation dataset for melanoma detection,https://openreview.net/forum?id=SykAbDXmTN,"[4, 5, 4, 8, 5]",5.2,192
192,Evaluating Self-Supervised Learning for Molecular Graph Embeddings,https://openreview.net/forum?id=ctX2eXYIW3,"[6, 6, 6, 4, 6, 2]",5.0,193
193,ACNet: A Benchmark for Activity Cliff Prediction,https://openreview.net/forum?id=8OIMLJekxJN,"[4, 6, 6, 6, 8, 3]",5.5,194
194,XLCoST: A Benchmark Dataset for Cross-lingual Code Intelligence,https://openreview.net/forum?id=yO_1tKMzl7Y,"[2, 7, 8, 5, 7, 4]",5.5,195
195,A Large-Scale Annotated Multivariate Time Series Aviation Maintenance Dataset from the NGAFID,https://openreview.net/forum?id=jKJdn4-szQ,"[5, 4, 4, 4, 6, 3, 5]",4.428571428571429,196
196,NAS-Bench-360: Benchmarking Neural Architecture Search on Diverse Tasks,https://openreview.net/forum?id=xUXTbq6gWsB,"[5, 6, 5, 6, 6]",5.6,197
197,A Weakly Supervised Learning Dataset for Research Replication Prediction,https://openreview.net/forum?id=4lIyA3oCao,"[2, 6, 4, 6, 6, 4]",4.666666666666667,198
198,A Dataset and Benchmark for Automatically Answering and Generating Machine Learning Final Exams,https://openreview.net/forum?id=_LZLeiktZyB,"[4, 8, 5, 4]",5.25,199
199,jazzNet: An Open-Source Dataset of Fundamental Piano Patterns for Machine Learning Research in Music,https://openreview.net/forum?id=-0QznlyWJ2j,"[8, 5, 4, 9, 4, 3]",5.5,200
200,A Large Scale Dataset for Image Restoration,https://openreview.net/forum?id=6E66VyzpCOd,"[4, 3, 5, 5, 6, 7]",5.0,201
201,Taxonomy of Benchmarks in Graph Representation Learning,https://openreview.net/forum?id=CwXxfUe-oy-,"[7, 7, 6, 4]",6.0,202
202,Code4ML: a Large-scale Dataset of annotated Machine Learning Code,https://openreview.net/forum?id=rku0AcpYr50,"[6, 5, 3, 4, 5]",4.6,203
203,A Benchmark for Modeling Violation-of-Expectation in Physical Reasoning Across Event Categories,https://openreview.net/forum?id=745krxayrcW,"[6, 8, 6, 5, 3, 7]",5.833333333333333,204
204,StrokeRehab: A Benchmark Dataset for Sub-second Action Identification,https://openreview.net/forum?id=jIIzJaMbfw,"[7, 5, 6, 7, 6, 4]",5.833333333333333,205
205,SNOW: A Large-scale Synthetic Histopathological Dataset Generated by Off-the-shelf Models,https://openreview.net/forum?id=43KCE87kCZy,"[5, 6, 3, 4, 5, 3]",4.333333333333333,206
206,pFL-Bench: A Comprehensive Benchmark for Personalized Federated Learning,https://openreview.net/forum?id=2ptbv_JjYKA,"[7, 6, 5, 7, 7, 5, 6]",6.142857142857143,207
207,ESTA: An Esports Trajectory and Action Dataset,https://openreview.net/forum?id=Y0DTXOrEduj,"[6, 6, 5, 5, 5]",5.4,208
208,Iterative Vision-and-Language Navigation,https://openreview.net/forum?id=S_zdg4ygZK,"[5, 6, 7, 6, 6]",6.0,209
209,HYPE-C: Evaluating Image Completion Models Through Standardized Crowdsourcing,https://openreview.net/forum?id=S385EoHZMR,"[4, 7, 6, 7]",6.0,210
210,NAS-Bench-Graph: Benchmarking Graph Neural Architecture Search,https://openreview.net/forum?id=bBff294gqLp,"[7, 7, 4, 7, 6, 5]",6.0,211
211,GOOD: A Graph Out-of-Distribution Benchmark,https://openreview.net/forum?id=8hHg-zs_p-h,"[5, 5, 4, 6, 5, 5]",5.0,212
212,TAP-Vid: A Benchmark for Tracking Any Point in a Video,https://openreview.net/forum?id=Zmosb2KfzYd,"[7, 9, 5, 7, 3, 9]",6.666666666666667,213
213,AppraiSet: Discussions on a New Art Dataset,https://openreview.net/forum?id=NV23ijZStUn,"[6, 3, 3, 4, 7]",4.6,214
214,A new dataset for multilingual keyphrase generation,https://openreview.net/forum?id=47qVX2pa-2,"[6, 5, 9, 4, 6, 6]",6.0,215
215,SMPL: Simulated Industrial Manufacturing and Process Control Learning Environments,https://openreview.net/forum?id=TscdNx8udf5,"[5, 7, 4, 7, 7]",6.0,216
216,OpenFilter: A Framework to Democratize Research Access to Social Media AR Filters,https://openreview.net/forum?id=VF9f79cCYdZ,"[3, 5, 9, 7, 7, 7]",6.333333333333333,217
217,DetectBench: An Object Detection Benchmark for OOD Generalization Algorithms,https://openreview.net/forum?id=4HueWqwduic,"[4, 7, 5, 4, 7]",5.4,218
218,KOLOMVERSE: An open large-scale image dataset for object detection in the maritime universe,https://openreview.net/forum?id=0fAOe8YOjhy,"[6, 6, 4, 4, 8, 4]",5.333333333333333,219
219,Benchmarking Safe Constrained Reinforcement Learning Algorithms in Complex Robot Environments,https://openreview.net/forum?id=1aEI9RH1n4f,"[5, 3, 3, 2, 5, 5]",3.8333333333333335,220
220,Urban Scene Understanding via Hyperspectral Images: Dataset and Benchmark,https://openreview.net/forum?id=E7bQqLHVW85,"[6, 5, 6, 3, 4, 7]",5.166666666666667,221
221,CARLANE: A Lane Detection Benchmark for Unsupervised Domain Adaptation from Simulation to multiple Real-World Domains,https://openreview.net/forum?id=N6-ABrmQMqD,"[7, 6, 7]",6.666666666666667,222
222,Neuro-Symbolic Action Planning: A Benchmark for Visual and Manipulation Reasoning,https://openreview.net/forum?id=euFWBmYvPbL,"[5, 5, 4, 6, 5, 3]",4.666666666666667,223
223,Benchmark of Deep Active Learning: A Deep Active Learning Toolkit and A Comparative Survey,https://openreview.net/forum?id=zLL23PnbqMW,"[2, 4, 5, 7, 5]",4.6,224
224,GTAV-NightRain: Photometric Realistic Large-scale Dataset for Night-time Rain Streak Removal,https://openreview.net/forum?id=W9x4j2pRuTe,"[5, 5, 5, 3, 6]",4.8,225
225,Never mind the metrics---what about the uncertainty? Visualising confusion matrix metric distributions,https://openreview.net/forum?id=mox_KHo3_Fk,"[7, 5, 8, 7, 7]",6.8,226
226,Dungeons and Data: A Large-Scale NetHack Dataset,https://openreview.net/forum?id=zHNNSzo10xN,"[7, 8, 6, 6, 7, 7]",6.833333333333333,227
227,A Greek Parliament Proceedings Dataset for Computational Linguistics and Political Analysis,https://openreview.net/forum?id=4u252OfG-xh,"[7, 7, 6, 5, 5, 4]",5.666666666666667,228
228,Collection and Evaluation of a Multitask Video-Based Drawing Dataset,https://openreview.net/forum?id=VV7rKa5A1Lm,"[5, 5, 4, 5, 4]",4.6,229
229,Realistic Large-Scale Fine-Depth Dehazing Dataset from 3D Videos,https://openreview.net/forum?id=kfD3SggOGOe,"[5, 6, 4, 5]",5.0,230
230,Driver Dojo: A Benchmark for Generalizable Reinforcement Learning for Autonomous Driving,https://openreview.net/forum?id=XrkUwu7ju11,"[6, 5, 6, 5, 4]",5.2,231
231,Human-Centric Visual Diversity Auditing,https://openreview.net/forum?id=O_OXVNaI-lM,"[5, 5, 5, 3, 5]",4.6,232
232,IKEA-Manual: Seeing Shape Assembly Step by Step,https://openreview.net/forum?id=ZeeswGSOw7r,"[7, 7, 5, 5, 7, 5]",6.0,233
233,Neural Protein Ligand Docking: Dataset and Evaluation,https://openreview.net/forum?id=g1QBc3LwGuG,"[3, 5, 6, 4, 2, 4]",4.0,234
234,RefIndoor: An RGB-D Visual Grounding Dataset with Cluttered Indoor Scenes for Robotics,https://openreview.net/forum?id=D53QcGyuL8,"[4, 3, 4, 5, 4]",4.0,235
235,An Empirical Study of Personalized Federated Learning,https://openreview.net/forum?id=Nr-FMpvrcXY,"[4, 4, 4, 5, 5]",4.4,236
236,Planet-CR: A Multi-Modal and Multi-Resolution Dataset for Cloud Removal in High Resolution Optical Remote Sensing Imagery,https://openreview.net/forum?id=82F-nM6PQix,"[3, 6, 5, 4]",4.5,237
237,How Well Do Unsupervised Learning Algorithms Model Human Real-time and Life-long Learning?,https://openreview.net/forum?id=c0l2YolqD2T,"[4, 7, 7, 5, 5]",5.6,238
238,Beyond Information Gain: An Empirical Benchmark for Low-Switching-Cost Reinforcement Learning,https://openreview.net/forum?id=rxG43Zwjwz,"[4, 4, 7, 5]",5.0,239
239,Hard ImageNet: Segmentations for Objects with Strong Spurious Cues,https://openreview.net/forum?id=76w7bsdViZf,"[6, 5, 7, 6, 7]",6.2,240
240,On the Transferability of Visual Features in Generalized Zero-Shot Learning,https://openreview.net/forum?id=-drWAiNAKX8,"[4, 6, 5, 4, 5]",4.8,241
241,SurDis: A Surface Discontinuity Dataset for Wearable Technology to Assist Blind Navigation in Urban Environments,https://openreview.net/forum?id=kQUOIyPg-ux,"[6, 7, 5, 4, 5, 6]",5.5,242
242,BenMO: Benchmarking predictive machine learning algorithms using MultiOmics data,https://openreview.net/forum?id=B7CEdxcT7hT,"[5, 6, 3, 3, 5]",4.4,243
243,NeoRL: A Near Real-World Benchmark for Offline Reinforcement Learning,https://openreview.net/forum?id=jNdLszxdtra,"[8, 5, 7, 7, 10]",7.4,244
244,Benchmarking the Multi-task Learning for Unified Perception in Autonomous Driving,https://openreview.net/forum?id=XCl6ylbr_uy,[],0.0,245
245,Towards Video Text Visual Question Answering: Benchmark and Baseline,https://openreview.net/forum?id=yPZ7w29qSNK,"[5, 5, 6]",5.333333333333333,246
246,ADBench: Anomaly Detection Benchmark,https://openreview.net/forum?id=foA_SFQ9zo0,"[5, 8, 6, 6, 7, 6]",6.333333333333333,247
247,Benchmarking Robustness of 3D Point Cloud Recognition against Common Corruptions,https://openreview.net/forum?id=ApQTT2fsYRE,"[5, 5, 6, 5, 6, 4]",5.166666666666667,248
248,USB: A Unified Semi-supervised Learning Benchmark,https://openreview.net/forum?id=QeuwINa96C,"[7, 4, 6, 4, 7, 5]",5.5,249
249,CLiMB: A Continual Learning Benchmark for Vision-and-Language Tasks,https://openreview.net/forum?id=FhqzyGoTSH,"[6, 5, 7, 6, 4, 7]",5.833333333333333,250
250,Open-vocabulary Attribute Detection,https://openreview.net/forum?id=4W2UaAZBKK,"[5, 9, 5, 4, 6, 4]",5.5,251
251,Kantorovich Strikes Back! Wasserstein GANs are not Optimal Transport?,https://openreview.net/forum?id=VtEEpi-dGlt,"[6, 8, 7, 7, 6, 7]",6.833333333333333,252
252,Breaking Bad: A Dataset for Geometric Fracture and Reassembly,https://openreview.net/forum?id=mJWt6pOcHNy,"[7, 8, 9, 7, 5]",7.2,253
253,The ArtBench Dataset: Benchmarking Generative Models with Artworks,https://openreview.net/forum?id=XU-QYsx40E_,"[6, 6, 5, 5, 5, 6]",5.5,254
254,Parse Semantics from Geometry: A Remote Sensing Benchmark for Multi-modal Semantic Segmentation,https://openreview.net/forum?id=LyeDcV41Xm,"[7, 7, 5, 4]",5.75,255
255,TaiSu: A 166M Large-scale High-Quality Dataset for Chinese Vision-Language Pre-training,https://openreview.net/forum?id=iAxH-ikIP0I,"[6, 7, 9, 7, 6]",7.0,256
256,BackdoorBench: A Comprehensive Benchmark of Backdoor Learning,https://openreview.net/forum?id=31_U7n18gM7,"[9, 4, 7, 7, 6]",6.6,257
257,SMART-Rain: A Degradation Evaluation Dataset for Autonomous Driving in Rain,https://openreview.net/forum?id=5CM7Wtalz6x,"[6, 5, 6, 4, 4, 4]",4.833333333333333,258
258,SMACv2: A New Benchmark for Cooperative Multi-Agent Reinforcement Learning,https://openreview.net/forum?id=pcBnes02t3u,"[5, 5, 4]",4.666666666666667,259
259,Do We Need Another Explainable AI Method? Toward Unifying Post-hoc XAI Evaluation Methods into an Interactive and Multi-dimensional Benchmark,https://openreview.net/forum?id=MpRgTNLazR,"[5, 4, 6, 7, 4]",5.2,260
260,Ishihara MNIST: Is Machine Learning Color Blind?,https://openreview.net/forum?id=YSSDy3lYiKM,"[5, 4, 5, 4, 4, 5]",4.5,261
261,ImgFact: Triplet Fact Grounding on Images,https://openreview.net/forum?id=mhQpJiWQyyi,"[5, 3, 6, 6, 5]",5.0,262
262,All the World's a (Hyper)Graph: A Data Drama,https://openreview.net/forum?id=kcjCU06ij7_,"[7, 6, 4, 4, 4, 3]",4.666666666666667,263
263,HAIR: A Dataset of Historic Aerial Images of Riverscapes for Semantic Segmentation,https://openreview.net/forum?id=iJrhI02hx0S,"[6, 6, 4, 6, 4, 5]",5.166666666666667,264
264,CBLab: A Platform for Large Scale Traffic Simulation Using Real World Traffic Data,https://openreview.net/forum?id=_MHKF0V89i3,"[6, 3, 5, 5, 5]",4.8,265
265,CodeS: A Distribution Shift Benchmark Dataset for Source Code Learning,https://openreview.net/forum?id=RtSWZLdUK7d,"[6, 5, 6, 5, 4, 6]",5.333333333333333,266
266,Before and After Pseudoscience: An Empirical Challenge to Social Classification using Facial Recognition,https://openreview.net/forum?id=ua_DAfI_Mt,"[4, 6, 6, 9, 3, 5]",5.5,267
267,Multi-Object Tracking with mmWave Radars: RadarMOT Benchmark for Autonomous Driving,https://openreview.net/forum?id=FrHI-Ch3ioW,"[4, 3, 5, 4, 4, 4]",4.0,268
268,Pythae: Unifying Generative Autoencoders in Python - A Benchmarking Use Case,https://openreview.net/forum?id=w7VPQWgnn3s,"[5, 7, 5, 5]",5.5,269
269,The Surprising Effectiveness of PPO in Cooperative Multi-Agent Games,https://openreview.net/forum?id=YVXaxB6L2Pl,"[4, 7, 7, 4, 5, 6]",5.5,270
270,CAESAR: An Embodied Simulator for Generating Multimodal Referring Expression Datasets,https://openreview.net/forum?id=SKE_J-B3e9X,"[7, 7, 7, 8, 6, 5]",6.666666666666667,271
271,DIVOTrack: A Cross-View Dataset for Multi-Human Tracking in DIVerse Open Scenes,https://openreview.net/forum?id=r8Hv2BtngrH,"[4, 6, 7, 7, 4]",5.6,272
272,Long Range Graph Benchmark,https://openreview.net/forum?id=in7XC5RcjEn,"[6, 7, 6, 7, 4, 5]",5.833333333333333,273
273,AirfoilRANS: High Fidelity Computational Fluid Dynamics Dataset for Approximating Reynolds-Averaged-Navier–Stokes Solutions,https://openreview.net/forum?id=Zp8YmiQ_bDC,"[6, 6, 5, 8, 4]",5.8,274
274,Benchmarking Node Outlier Detection on Graphs,https://openreview.net/forum?id=YXvGXEmtZ5N,"[6, 4, 5, 7, 7, 5]",5.666666666666667,275
275,Beyond Real-world Benchmark Datasets: An Empirical Study of Node Classification with GNNs,https://openreview.net/forum?id=bSULxOy3On,"[6, 4, 4, 3, 8, 6]",5.166666666666667,276
276,The MABe22 Benchmarks for Representation Learning of Multi-Agent Behavior,https://openreview.net/forum?id=Omlxi_Vhyci,"[6, 6, 4]",5.333333333333333,277
277,SoundSpaces 2.0: A Simulation Platform for Visual-Acoustic Learning,https://openreview.net/forum?id=ChWo6qLgILf,"[7, 7, 7, 7, 7, 7]",7.0,278
278,GLOBEM: Multi-Year Datasets for Longitudinal Human Behavior Modeling Generalization,https://openreview.net/forum?id=GKOa7yNH8Uh,"[7, 8, 6, 6, 5, 7, 6]",6.428571428571429,279
279,Meta-Album: Multi-domain Meta-Dataset for Few-Shot Image Classification,https://openreview.net/forum?id=70_Wx-dON3q,"[7, 7, 8, 7, 7]",7.2,280
280,LIPS - Learning Industrial Physical Simulation benchmark suite,https://openreview.net/forum?id=ObD_o92z4p,"[5, 7, 4, 6]",5.5,281
281,A Benchmark for Explaining Counterfactual Explainers,https://openreview.net/forum?id=H0SC-Vmw4R,"[4, 5, 4, 4, 6]",4.6,282
282,Model Zoo: A Dataset of Diverse Populations of Neural Network Models,https://openreview.net/forum?id=MOCZI3h8Ye,"[5, 5, 4, 7, 6, 7]",5.666666666666667,283
283,Fighting FIRe with FIRE: Assessing the Validity of Text-to-Video Retrieval Benchmarks,https://openreview.net/forum?id=b31d1fTRd4I,"[6, 6, 6, 5, 5, 6]",5.666666666666667,284
284,GriddlyJS: A Web IDE for Reinforcement Learning,https://openreview.net/forum?id=YmacJv0i_UR,"[4, 6, 4, 5, 8, 7]",5.666666666666667,285
285,JAHS-Bench-201: A Foundation For Research On Joint Architecture And Hyperparameter Search,https://openreview.net/forum?id=_HLcjaVlqJ,"[6, 6, 7, 9, 9]",7.4,286
286,OccGen: Selection of Real-world Multilingual Parallel Data Balanced in Gender within Occupations,https://openreview.net/forum?id=tTPVefaATp6,"[5, 5, 7, 3, 4]",4.8,287
287,PDEBench: An Extensive Benchmark for Scientific Machine Learning,https://openreview.net/forum?id=dh_MkX0QfrK,"[7, 7, 5, 4]",5.75,288
288,"SAM, Sketch datA Model for leveraging ML in industrial Computer-Aided Design",https://openreview.net/forum?id=11RAWt2dqc6,"[4, 6, 5, 4, 4]",4.6,289
289,OADAT: Experimental and Synthetic Clinical Optoacoustic Data for Standardized Image Processing,https://openreview.net/forum?id=oClYTPaxOVA,"[7, 6, 6, 7, 8]",6.8,290
290,SysNoise: Exploring and Benchmarking Training-Deployment System Inconsistency,https://openreview.net/forum?id=wHvKAic4JFe,"[3, 4, 5, 5, 5]",4.4,291
291,SC2EGSet: StarCraft II Esport Replay and Game-state Dataset,https://openreview.net/forum?id=jYX_QQuxy65,"[4, 4, 5, 7, 7, 5]",5.333333333333333,292
292,Learning Long-Term Crop Management Strategies with CyclesGym,https://openreview.net/forum?id=Zx5qJzNesn0,"[5, 6, 6, 7, 5]",5.8,293
293,Wukong: A 100 Million Large-scale Chinese Cross-modal Pre-training Benchmark,https://openreview.net/forum?id=c7f9uoPnzgE,"[7, 8, 7, 8, 8, 5]",7.166666666666667,294
294,MultiViz: An Analysis Benchmark for Visualizing and Understanding Multimodal Models,https://openreview.net/forum?id=BOgrizTCTm6,"[7, 6, 5, 6, 7, 4]",5.833333333333333,295
295,EnvPool: A Highly Parallel Reinforcement Learning Environment Execution Engine,https://openreview.net/forum?id=BubxnHpuMbG,"[4, 7, 7, 7, 6, 7]",6.333333333333333,296
296,Referring Image Matting,https://openreview.net/forum?id=1s3exTIb-1p,"[4, 4, 6, 6, 6]",5.2,297
297,WikiDT:  Visual-based Table Recognition and Question Answering Dataset,https://openreview.net/forum?id=xUqpKEl0n2,"[6, 4, 5, 4, 4, 3]",4.333333333333333,298
298,APT-36K: A Large-scale Benchmark for Animal Pose Estimation and Tracking,https://openreview.net/forum?id=mV4EKzUVI96,"[6, 7, 4, 6, 6]",5.8,299
299,Data-Driven Network Neuroscience: On Data Collection and Benchmark,https://openreview.net/forum?id=xC5DF3ImHxk,"[3, 6, 6, 4, 5, 6]",5.0,300
300,CGLB: Benchmark Tasks for Continual Graph Learning,https://openreview.net/forum?id=5wNiiIDynDF,"[6, 5, 7, 6, 6, 4, 7]",5.857142857142857,301
301,A Medical Low-Back Pain Physical Rehabilitation Database for Human Body Movement Analysis,https://openreview.net/forum?id=sMIV0bGHn9R,"[6, 3, 4, 3, 4]",4.0,302
302,BigIssue: A Realistic Bug Localization Benchmark,https://openreview.net/forum?id=1tsFygAnpk,"[4, 5, 5, 7, 4]",5.0,303
303,MineDojo: Building Open-Ended Embodied Agents with Internet-Scale Knowledge,https://openreview.net/forum?id=rc8o_j8I8PX,"[8, 9, 7, 7, 8, 7]",7.666666666666667,304
304,Motley: Benchmarking Heterogeneity and Personalization in Federated Learning,https://openreview.net/forum?id=tszONfnYOnz,"[4, 6, 5, 3, 5]",4.6,305
305,EEGCogNet: an EEG Dataset for Real-life Cognitive Task Classification,https://openreview.net/forum?id=u-vvZCUXvrd,"[4, 6, 6, 4, 4]",4.8,306
306,FLamby: Datasets and Benchmarks for Cross-Silo Federated Learning in Realistic Settings,https://openreview.net/forum?id=GgM5DiAb6A2,"[4, 7, 5, 5, 6, 6]",5.5,307
307,EPIC-KITCHENS VISOR Benchmark: VIdeo Segmentations and Object Relations,https://openreview.net/forum?id=djnKHOjpb7I,"[8, 7, 7, 7, 7]",7.2,308
308,FAD: A Chinese Dataset for Fake Audio Detection,https://openreview.net/forum?id=oocV8W9ovR9,"[7, 5, 5, 4, 5, 5]",5.166666666666667,309
309,ReSPack: A Large-Scale Rectilinear Steiner Tree Packing Benchmark for Wire Routing,https://openreview.net/forum?id=P14FNX0iotO,"[5, 5, 5, 5, 7]",5.4,310
310,Prompt-Based Time Series Forecasting: A New Task and Dataset,https://openreview.net/forum?id=mJD_rFda76Z,"[5, 4, 4, 7, 5, 7]",5.333333333333333,311
311,PRUDEX-Compass: Towards Systematic Evaluation of Reinforcement Learning in Financial Markets,https://openreview.net/forum?id=Vhb-awTdHCh,"[6, 8, 4, 3, 4, 6]",5.166666666666667,312
312,A Multi-Task Benchmark for Korean Legal Language Understanding and Judgement Prediction,https://openreview.net/forum?id=TaARsI_Iio,"[6, 5, 6, 4, 6, 9]",6.0,313
313,"ClinTS-HII: A Clinical Time-series Benchmark Targeting Heterogeneity, Irregularity, and Interdependency",https://openreview.net/forum?id=8x8qeOu1dgW,"[6, 3, 5, 5]",4.75,314
314,A Unified Evaluation of Textual Backdoor Learning: Frameworks and Benchmarks,https://openreview.net/forum?id=k3462dQtQhg,"[6, 4, 6, 7]",5.75,315
315,Multi-view Bootstrapping in the Wild,https://openreview.net/forum?id=i1bFPSw42W0,"[6, 6, 7, 7]",6.5,316
316,Benchmarking Constraint Inference in Inverse Reinforcement Learning,https://openreview.net/forum?id=NEkh84G4Nuo,"[4, 8, 4]",5.333333333333333,317
317,Multi-modal Robustness Analysis Against Language and Visual Perturbations,https://openreview.net/forum?id=A79jAS4MeW9,"[6, 5, 4, 8, 3, 6]",5.333333333333333,318
318,Chartalist: Labeled Graph Datasets for UTXO and Account-based Blockchains,https://openreview.net/forum?id=10iA3OowAV3,"[7, 6, 4, 6, 7, 8]",6.333333333333333,319
319,SSL4EO-S12: A Large-scale Multimodal Multitemporal Dataset for Self-supervised Learning in Earth Observation,https://openreview.net/forum?id=KqgjSoreck,"[5, 5, 4, 7]",5.25,320
320,The Pump Scheduling Problem: A Real-World Scenario for Reinforcement Learning,https://openreview.net/forum?id=bQPhtI9ZMo1,"[5, 5, 4, 5, 4]",4.6,321
321,Natural Backdoor Datasets,https://openreview.net/forum?id=v3yM5zVzP4C,"[8, 4, 6, 5, 5, 4]",5.333333333333333,322
322,Which Model to Trust: Assessing the Influence of Models on the Performance of Reinforcement Learning Algorithms for Continuous Control Tasks,https://openreview.net/forum?id=6JgPNswpdzq,"[4, 5, 4, 4, 6, 5]",4.666666666666667,323
323,SEN12TS: Fusing Sentinel-1 Backscatter and InSAR Timeseries with Multispectral Sentinel-2 Imagery for Deep Learning,https://openreview.net/forum?id=qgA8P9IfcwN,"[5, 6, 7, 5, 4]",5.4,324
324,FlyView: a bio-inspired optical flow truth dataset for visual navigation using panoramic stereo vision,https://openreview.net/forum?id=_b7Rq4BU3ug,"[5, 6, 6, 7, 6, 6]",6.0,325
325,ComMU: Dataset for Combinatorial Music Generation,https://openreview.net/forum?id=Jq3uTzLg9se,"[7, 7, 7, 7, 7, 7]",7.0,326
326,A Dataset for Efforts Towards Achieving the Sustainable Development Goal of Safe Working Environments,https://openreview.net/forum?id=93cqcWFpTex,"[4, 7, 8, 4, 5]",5.6,327
327,RL4RS: A Real-World Benchmark Dataset for Reinforcement Learning based Recommender System,https://openreview.net/forum?id=euli0I5CKvy,"[5, 7, 5, 4, 7, 6]",5.666666666666667,328
328,The Game of Hidden Rules: A New Kind of Benchmark Challenge for Machine Learning,https://openreview.net/forum?id=cSB_N-gHgu,"[6, 4, 5, 6, 6, 7]",5.666666666666667,329
